,Compound
240951,Pt6Rb4Se12U2
240952,Pt6Rb4S12U2
240953,Pt1Rb2Te2
240954,Pt1Re1Rh1
240955,Pt1Re1Rh1
240956,Pt1Re1Rh1
240957,Pt1Re1Rh2
240958,Pt1Re1Rh2
240959,Pt1Re2Rh1
240960,Pt1Re2Rh1
240961,Pt2Re1Rh1
240962,Pt2Re1Rh1
240963,Pt1Re1Ru1
240964,Pt1Re1Ru1
240965,Pt1Re1Ru1
240966,Pt1Re1Ru2
240967,Pt1Re1Ru2
240968,Pt1Re2Ru1
240969,Pt1Re2Ru1
240970,Pt2Re1Ru1
240971,Pt2Re1Ru1
240972,Pt1Re1Sb1
240973,Pt1Re1Sb1
240974,Pt1Re1Sb1
240975,Pt1Re1Sb2
240976,Pt1Re1Sb2
240977,Pt1Re2Sb1
240978,Pt1Re2Sb1
240979,Pt2Re1Sb1
240980,Pt2Re1Sb1
240981,Pt1Re1Se1
240982,Pt1Re1Se1
240983,Pt1Re1Se1
240984,Pt1Re1Se2
240985,Pt1Re1Se2
240986,Pt1Re2Se1
240987,Pt1Re2Se1
240988,Pt2Re1Se1
240989,Pt2Re1Se1
240990,Pt1Re1Si1
240991,Pt1Re1Si1
240992,Pt1Re1Si1
240993,Pt1Re1Si2
240994,Pt1Re1Si2
240995,Pt1Re2Si1
240996,Pt1Re2Si1
240997,Pt2Re1Si1
240998,Pt2Re1Si1
240999,Pt1Re1Sn1
241000,Pt1Re1Sn1
241001,Pt1Re1Sn1
241002,Pt1Re1Sn2
241003,Pt1Re1Sn2
241004,Pt1Re2Sn1
241005,Pt1Re2Sn1
241006,Pt2Re1Sn1
241007,Pt2Re1Sn1
241008,Pt1Re1Tc1
241009,Pt1Re1Tc1
241010,Pt1Re1Tc1
241011,Pt1Re1Tc2
241012,Pt1Re1Tc2
241013,Pt1Re2Tc1
241014,Pt1Re2Tc1
241015,Pt2Re1Tc1
241016,Pt2Re1Tc1
241017,Pt1Re1Te1
241018,Pt1Re1Te1
241019,Pt1Re1Te1
241020,Pt1Re1Te2
241021,Pt1Re1Te2
241022,Pt1Re2Te1
241023,Pt1Re2Te1
241024,Pt2Re1Te1
241025,Pt2Re1Te1
241026,Pt1Re1W1
241027,Pt1Re1W1
241028,Pt1Re1W1
241029,Pt1Re1W2
241030,Pt1Re1W2
241031,Pt1Re2W1
241032,Pt1Re2W1
241033,Pt2Re1W1
241034,Pt2Re1W1
241035,Pt1Rh1Ru1
241036,Pt1Rh1Ru1
241037,Pt1Rh1Ru1
241038,Pt1Rh1Ru2
241039,Pt1Rh1Ru2
241040,Pt1Rh2Ru1
241041,Pt1Rh2Ru1
241042,Pt2Rh1Ru1
241043,Pt2Rh1Ru1
241044,Pt1Rh1Sb1
241045,Pt1Rh1Sb1
241046,Pt1Rh1Sb1
241047,Pt1Rh1Sb2
241048,Pt1Rh1Sb2
241049,Pt1Rh2Sb1
241050,Pt1Rh2Sb1
241051,Pt2Rh1Sb1
241052,Pt2Rh1Sb1
241053,Pt1Rh1Sc1
241054,Pt1Rh1Sc1
241055,Pt1Rh1Sc1
241056,Pt1Rh1Sc2
241057,Pt1Rh1Sc2
241058,Pt1Rh2Sc1
241059,Pt1Rh2Sc1
241060,Pt2Rh1Sc1
241061,Pt2Rh1Sc1
241062,Pt1Rh1Se1
241063,Pt1Rh1Se1
241064,Pt1Rh1Se1
241065,Pt1Rh1Se2
241066,Pt1Rh1Se2
241067,Pt1Rh2Se1
241068,Pt1Rh2Se1
241069,Pt2Rh1Se1
241070,Pt2Rh1Se1
241071,Pt1Rh1Si1
241072,Pt1Rh1Si1
241073,Pt1Rh1Si1
241074,Pt1Rh1Si2
241075,Pt1Rh1Si2
241076,Pt1Rh2Si1
241077,Pt1Rh2Si1
241078,Pt2Rh1Si1
241079,Pt2Rh1Si1
241080,Pt1Rh1Sn1
241081,Pt1Rh1Sn1
241082,Pt1Rh1Sn1
241083,Pt1Rh1Sn2
241084,Pt1Rh1Sn2
241085,Pt1Rh2Sn1
241086,Pt1Rh2Sn1
241087,Pt2Rh1Sn1
241088,Pt2Rh1Sn1
241089,Pt1Rh1Sr1
241090,Pt1Rh1Sr1
241091,Pt1Rh1Sr1
241092,Pt1Rh1Sr2
241093,Pt1Rh1Sr2
241094,Pt1Rh2Sr1
241095,Pt1Rh2Sr1
241096,Pt2Rh1Sr1
241097,Pt2Rh1Sr1
241098,Pt1Rh1Ta1
241099,Pt1Rh1Ta1
241100,Pt1Rh1Ta1
241101,Pt1Rh1Ta2
241102,Pt1Rh1Ta2
241103,Pt1Rh2Ta1
241104,Pt1Rh2Ta1
241105,Pt2Rh1Ta1
241106,Pt2Rh1Ta1
241107,Pt1Rh1Tc1
241108,Pt1Rh1Tc1
241109,Pt1Rh1Tc1
241110,Pt1Rh1Tc2
241111,Pt1Rh1Tc2
241112,Pt1Rh2Tc1
241113,Pt1Rh2Tc1
241114,Pt2Rh1Tc1
241115,Pt2Rh1Tc1
241116,Pt1Rh1Te1
241117,Pt1Rh1Te1
241118,Pt1Rh1Te1
241119,Pt1Rh1Te2
241120,Pt1Rh1Te2
241121,Pt1Rh2Te1
241122,Pt1Rh2Te1
241123,Pt2Rh1Te1
241124,Pt2Rh1Te1
241125,Pt1Rh1Ti1
241126,Pt1Rh1Ti1
241127,Pt1Rh1Ti1
241128,Pt1Rh1Ti2
241129,Pt1Rh1Ti2
241130,Pt1Rh2Ti1
241131,Pt1Rh2Ti1
241132,Pt2Rh1Ti1
241133,Pt2Rh1Ti1
241134,Pt1Rh1Tl1
241135,Pt1Rh1Tl1
241136,Pt1Rh1Tl1
241137,Pt1Rh1Tl2
241138,Pt1Rh1Tl2
241139,Pt1Rh2Tl1
241140,Pt1Rh2Tl1
241141,Pt2Rh1Tl1
241142,Pt2Rh1Tl1
241143,Pt1Rh1V1
241144,Pt1Rh1V1
241145,Pt1Rh1V1
241146,Pt1Rh1V2
241147,Pt1Rh1V2
241148,Pt1Rh2V1
241149,Pt1Rh2V1
241150,Pt2Rh1V1
241151,Pt2Rh1V1
241152,Pt1Rh1W1
241153,Pt1Rh1W1
241154,Pt1Rh1W1
241155,Pt1Rh1W2
241156,Pt1Rh1W2
241157,Pt1Rh2W1
241158,Pt1Rh2W1
241159,Pt2Rh1W1
241160,Pt2Rh1W1
241161,Pt1Rh1Y1
241162,Pt1Rh1Y1
241163,Pt1Rh1Y1
241164,Pt1Rh1Y2
241165,Pt1Rh1Y2
241166,Pt1Rh2Y1
241167,Pt1Rh2Y1
241168,Pt2Rh1Y1
241169,Pt2Rh1Y1
241170,Pt1Rh1Zn1
241171,Pt1Rh1Zn1
241172,Pt1Rh1Zn1
241173,Pt1Rh1Zn2
241174,Pt1Rh1Zn2
241175,Pt1Rh2Zn1
241176,Pt1Rh2Zn1
241177,Pt2Rh1Zn1
241178,Pt2Rh1Zn1
241179,Pt1Rh1Zr1
241180,Pt1Rh1Zr1
241181,Pt1Rh1Zr1
241182,Pt1Rh1Zr2
241183,Pt1Rh1Zr2
241184,Pt1Rh2Zr1
241185,Pt1Rh2Zr1
241186,Pt2Rh1Zr1
241187,Pt2Rh1Zr1
241188,Pt1Ru1Se1
241189,Pt1Ru1Se1
241190,Pt1Ru1Se1
241191,Pt1Ru1Se2
241192,Pt1Ru1Se2
241193,Pt1Ru2Se1
241194,Pt1Ru2Se1
241195,Pt2Ru1Se1
241196,Pt2Ru1Se1
241197,Pt1Ru1Si1
241198,Pt1Ru1Si1
241199,Pt1Ru1Si1
241200,Pt1Ru1Si2
241201,Pt1Ru1Si2
241202,Pt1Ru2Si1
241203,Pt1Ru2Si1
241204,Pt2Ru1Si1
241205,Pt2Ru1Si1
241206,Pt1Ru1W1
241207,Pt1Ru1W1
241208,Pt1Ru1W1
241209,Pt1Ru1W2
241210,Pt1Ru1W2
241211,Pt1Ru2W1
241212,Pt1Ru2W1
241213,Pt2Ru1W1
241214,Pt2Ru1W1
241215,Pt1Sb1Se1
241216,Pt1Sb1Se1
241217,Pt1Sb1Se1
241218,Pt1Sb1Se2
241219,Pt1Sb1Se2
241220,Pt1Sb2Se1
241221,Pt1Sb2Se1
241222,Pt2Sb1Se1
241223,Pt2Sb1Se1
241224,Pt4Sb4Se4
241225,Pt1Sb1Si1
241226,Pt1Sb1Si1
241227,Pt1Sb1Si1
241228,Pt1Sb1Si2
241229,Pt1Sb1Si2
241230,Pt1Sb2Si1
241231,Pt1Sb2Si1
241232,Pt2Sb1Si1
241233,Pt2Sb1Si1
241234,Pt5Sb1Si1
241235,Pt8Sb8Si8
241236,Pt8Sb8Si8
241237,Pt1Sb1Te1
241238,Pt1Sb1Te1
241239,Pt1Sb1Te1
241240,Pt1Sb1Te2
241241,Pt1Sb1Te2
241242,Pt1Sb2Te1
241243,Pt1Sb2Te1
241244,Pt2Sb1Te1
241245,Pt2Sb1Te1
241246,Pt1Sb1W1
241247,Pt1Sb1W1
241248,Pt1Sb1W1
241249,Pt1Sb1W2
241250,Pt1Sb1W2
241251,Pt1Sb2W1
241252,Pt1Sb2W1
241253,Pt2Sb1W1
241254,Pt2Sb1W1
241255,Pt1Sb1Yb1
241256,Pt1Sc1Se1
241257,Pt1Sc1Se1
241258,Pt1Sc1Se1
241259,Pt1Sc1Se2
241260,Pt1Sc1Se2
241261,Pt1Sc2Se1
241262,Pt1Sc2Se1
241263,Pt2Sc1Se1
241264,Pt2Sc1Se1
241265,Pt14Sc8Si4
241266,Pt1Sc1Si1
241267,Pt1Sc1Si1
241268,Pt1Sc1Si1
241269,Pt1Sc1Si2
241270,Pt1Sc1Si2
241271,Pt1Sc2Si1
241272,Pt1Sc2Si1
241273,Pt2Sc1Si1
241274,Pt2Sc1Si1
241275,Pt4Sc12Si12
241276,Pt4Sc2Si2
241277,Pt4Sc4Si4
241278,Pt6Sc4Si4
241279,Pt9Sc5Si7
241280,Pt1Sc1Sn1
241281,Pt1Sc1Sn1
241282,Pt1Sc1Sn1
241283,Pt1Sc1Sn1
241284,Pt1Sc1Sn2
241285,Pt1Sc1Sn2
241286,Pt1Sc2Sn1
241287,Pt1Sc2Sn1
241288,Pt2Sc1Sn1
241289,Pt2Sc1Sn1
241290,Pt2Sc1Sn1
241291,Pt3Sc3Sn3
241292,Pt6Sc6Sn6
241293,Pt1Sc1Tc1
241294,Pt1Sc1Tc1
241295,Pt1Sc1Tc1
241296,Pt1Sc1Tc2
241297,Pt1Sc1Tc2
241298,Pt1Sc2Tc1
241299,Pt1Sc2Tc1
241300,Pt2Sc1Tc1
241301,Pt2Sc1Tc1
241302,Pt1Sc1Te1
241303,Pt1Sc1Te1
241304,Pt1Sc1Te1
241305,Pt1Sc1Te2
241306,Pt1Sc1Te2
241307,Pt1Sc2Te1
241308,Pt1Sc2Te1
241309,Pt2Sc1Te1
241310,Pt2Sc1Te1
241311,Pt1Sc1W1
241312,Pt1Sc1W1
241313,Pt1Sc1W1
241314,Pt1Sc1W2
241315,Pt1Sc1W2
241316,Pt1Sc2W1
241317,Pt1Sc2W1
241318,Pt2Sc1W1
241319,Pt2Sc1W1
241320,Pt1Sc1Zn1
241321,Pt1Sc1Zn1
241322,Pt1Sc1Zn1
241323,Pt1Sc1Zn2
241324,Pt1Sc1Zn2
241325,Pt1Sc2Zn1
241326,Pt1Sc2Zn1
241327,Pt2Sc1Zn1
241328,Pt2Sc1Zn1
241329,Pt2Sc2Zn2
241330,Pt10Se8
241331,Pt1Se2
241332,Pt1Se2
241333,Pt1Se2
241334,Pt1Se2
241335,Pt1Se2
241336,Pt1Se2
241337,Pt1Se1Si1
241338,Pt1Se1Si1
241339,Pt1Se1Si1
241340,Pt1Se1Si2
241341,Pt1Se1Si2
241342,Pt1Se2Si1
241343,Pt1Se2Si1
241344,Pt2Se1Si1
241345,Pt2Se1Si1
241346,Pt4Se4Si4
241347,Pt1Se1Sn1
241348,Pt1Se1Sn1
241349,Pt1Se1Sn1
241350,Pt1Se1Sn2
241351,Pt1Se1Sn2
241352,Pt1Se2Sn1
241353,Pt1Se2Sn1
241354,Pt2Se1Sn1
241355,Pt2Se1Sn1
241356,Pt1Se1Sr1
241357,Pt1Se1Sr1
241358,Pt1Se1Sr1
241359,Pt1Se1Sr2
241360,Pt1Se1Sr2
241361,Pt1Se2Sr1
241362,Pt1Se2Sr1
241363,Pt2Se1Sr1
241364,Pt2Se1Sr1
241365,Pt1Se1Ta1
241366,Pt1Se1Ta1
241367,Pt1Se1Ta1
241368,Pt1Se1Ta2
241369,Pt1Se1Ta2
241370,Pt1Se2Ta1
241371,Pt1Se2Ta1
241372,Pt2Se1Ta1
241373,Pt2Se1Ta1
241374,Pt6Se16Ta4
241375,Pt6Se16Ta4
241376,Pt1Se1Tc1
241377,Pt1Se1Tc1
241378,Pt1Se1Tc1
241379,Pt1Se1Tc2
241380,Pt1Se1Tc2
241381,Pt1Se2Tc1
241382,Pt1Se2Tc1
241383,Pt2Se1Tc1
241384,Pt2Se1Tc1
241385,Pt1Se1Te1
241386,Pt1Se1Te1
241387,Pt1Se1Te1
241388,Pt1Se1Te2
241389,Pt1Se1Te2
241390,Pt1Se2Te1
241391,Pt1Se2Te1
241392,Pt2Se1Te1
241393,Pt2Se1Te1
241394,Pt1Se1Ti1
241395,Pt1Se1Ti1
241396,Pt1Se1Ti1
241397,Pt1Se1Ti2
241398,Pt1Se1Ti2
241399,Pt1Se2Ti1
241400,Pt1Se2Ti1
241401,Pt2Se1Ti1
241402,Pt2Se1Ti1
241403,Pt1Se1Tl1
241404,Pt1Se1Tl1
241405,Pt1Se1Tl1
241406,Pt1Se1Tl2
241407,Pt1Se1Tl2
241408,Pt1Se2Tl1
241409,Pt1Se2Tl1
241410,Pt2Se1Tl1
241411,Pt2Se1Tl1
241412,Pt4Se6Tl2
241413,Pt1Se1V1
241414,Pt1Se1V1
241415,Pt1Se1V1
241416,Pt1Se1V2
241417,Pt1Se1V2
241418,Pt1Se2V1
241419,Pt1Se2V1
241420,Pt2Se1V1
241421,Pt2Se1V1
241422,Pt1Se1W1
241423,Pt1Se1W1
241424,Pt1Se1W1
241425,Pt1Se1W2
241426,Pt1Se1W2
241427,Pt1Se2W1
241428,Pt1Se2W1
241429,Pt2Se1W1
241430,Pt2Se1W1
241431,Pt1Se1Y1
241432,Pt1Se1Y1
241433,Pt1Se1Y1
241434,Pt1Se1Y2
241435,Pt1Se1Y2
241436,Pt1Se2Y1
241437,Pt1Se2Y1
241438,Pt2Se1Y1
241439,Pt2Se1Y1
241440,Pt1Se1Zn1
241441,Pt1Se1Zn1
241442,Pt1Se1Zn1
241443,Pt1Se1Zn2
241444,Pt1Se1Zn2
241445,Pt1Se2Zn1
241446,Pt1Se2Zn1
241447,Pt2Se1Zn1
241448,Pt2Se1Zn1
241449,Pt1Se1Zr1
241450,Pt1Se1Zr1
241451,Pt1Se1Zr1
241452,Pt1Se1Zr2
241453,Pt1Se1Zr2
241454,Pt1Se2Zr1
241455,Pt1Se2Zr1
241456,Pt2Se1Zr1
241457,Pt2Se1Zr1
241458,Pt12Si10
241459,Pt12Si10
241460,Pt12Si4
241461,Pt12Si4
241462,Pt12Si5
241463,Pt2Si1
241464,Pt2Si1
241465,Pt48Si20
241466,Pt48Si20
241467,Pt4Si4
241468,Pt4Si4
241469,Pt4Si4
241470,Pt4Si4
241471,Pt4Si4
241472,Pt4Si4
241473,Pt4Si6
241474,Pt6Si2
241475,Pt6Si3
241476,Pt6Si3
241477,Pt2Si2Sm1
241478,Pt4Si4Sm2
241479,Pt4Si4Sm2
241480,Pt1Si1Sn1
241481,Pt1Si1Sn1
241482,Pt1Si1Sn1
241483,Pt1Si1Sn2
241484,Pt1Si1Sn2
241485,Pt1Si2Sn1
241486,Pt1Si2Sn1
241487,Pt2Si1Sn1
241488,Pt2Si1Sn1
241489,Pt1Si1Sr1
241490,Pt1Si1Sr1
241491,Pt1Si1Sr1
241492,Pt1Si1Sr2
241493,Pt1Si1Sr2
241494,Pt1Si2Sr1
241495,Pt1Si2Sr1
241496,Pt2Si1Sr1
241497,Pt2Si1Sr1
241498,Pt4Si4Sr4
241499,Pt1Si1Ta1
241500,Pt1Si1Ta1
241501,Pt1Si1Ta1
241502,Pt1Si1Ta2
241503,Pt1Si1Ta2
241504,Pt1Si2Ta1
241505,Pt1Si2Ta1
241506,Pt2Si1Ta1
241507,Pt2Si1Ta1
241508,Pt2Si2Tb1
241509,Pt4Si4Tb4
241510,Pt4Si4Tb4
241511,Pt8Si4Tb4
241512,Pt1Si1Tc1
241513,Pt1Si1Tc1
241514,Pt1Si1Tc1
241515,Pt1Si1Tc2
241516,Pt1Si1Tc2
241517,Pt1Si2Tc1
241518,Pt1Si2Tc1
241519,Pt2Si1Tc1
241520,Pt2Si1Tc1
241521,Pt1Si1Te1
241522,Pt1Si1Te1
241523,Pt1Si1Te1
241524,Pt1Si1Te2
241525,Pt1Si1Te2
241526,Pt1Si2Te1
241527,Pt1Si2Te1
241528,Pt2Si1Te1
241529,Pt2Si1Te1
241530,Pt8Si8Te8
241531,Pt2Si2Th1
241532,Pt2Si2Th1
241533,Pt4Si4Th2
241534,Pt4Si4Th2
241535,Pt1Si1Ti1
241536,Pt1Si1Ti1
241537,Pt1Si1Ti1
241538,Pt1Si1Ti2
241539,Pt1Si1Ti2
241540,Pt1Si2Ti1
241541,Pt1Si2Ti1
241542,Pt2Si1Ti1
241543,Pt2Si1Ti1
241544,Pt4Si4Ti4
241545,Pt1Si1Tl1
241546,Pt1Si1Tl1
241547,Pt1Si1Tl1
241548,Pt1Si1Tl2
241549,Pt1Si1Tl2
241550,Pt1Si2Tl1
241551,Pt1Si2Tl1
241552,Pt2Si1Tl1
241553,Pt2Si1Tl1
241554,Pt5Si1Tl1
241555,Pt2Si2U1
241556,Pt2Si2U1
241557,Pt46Si22U6
241558,Pt4Si4U2
241559,Pt4Si4U2
241560,Pt4Si4U2
241561,Pt4Si4U2
241562,Pt4Si4U2
241563,Pt4Si4U2
241564,Pt1Si1V1
241565,Pt1Si1V1
241566,Pt1Si1V1
241567,Pt1Si1V2
241568,Pt1Si1V2
241569,Pt1Si2V1
241570,Pt1Si2V1
241571,Pt2Si1V1
241572,Pt2Si1V1
241573,Pt1Si1W1
241574,Pt1Si1W1
241575,Pt1Si1W1
241576,Pt1Si1W2
241577,Pt1Si1W2
241578,Pt1Si2W1
241579,Pt1Si2W1
241580,Pt2Si1W1
241581,Pt2Si1W1
241582,Pt1Si1Y1
241583,Pt1Si1Y1
241584,Pt1Si1Y1
241585,Pt1Si1Y2
241586,Pt1Si1Y2
241587,Pt1Si2Y1
241588,Pt1Si2Y1
241589,Pt2Si1Y1
241590,Pt2Si1Y1
241591,Pt2Si2Y1
241592,Pt2Si2Y1
241593,Pt4Si4Y2
241594,Pt4Si4Y4
241595,Pt8Si4Y4
241596,Pt2Si2Yb1
241597,Pt2Si2Yb1
241598,Pt46Si22Yb6
241599,Pt4Si4Yb4
241600,Pt8Si4Yb4
241601,Pt1Si1Zn1
241602,Pt1Si1Zn1
241603,Pt1Si1Zn1
241604,Pt1Si1Zn2
241605,Pt1Si1Zn2
241606,Pt1Si2Zn1
241607,Pt1Si2Zn1
241608,Pt2Si1Zn1
241609,Pt2Si1Zn1
241610,Pt1Si1Zr1
241611,Pt1Si1Zr1
241612,Pt1Si1Zr1
241613,Pt1Si1Zr2
241614,Pt1Si1Zr2
241615,Pt1Si2Zr1
241616,Pt1Si2Zr1
241617,Pt2Si1Zr1
241618,Pt2Si1Zr1
241619,Pt4Si4Zr4
241620,Pt4Si4Zr4
241621,Pt1Sn1Te1
241622,Pt1Sn1Te1
241623,Pt1Sn1Te1
241624,Pt1Sn1Te2
241625,Pt1Sn1Te2
241626,Pt1Sn2Te1
241627,Pt1Sn2Te1
241628,Pt2Sn1Te1
241629,Pt2Sn1Te1
241630,Pt1Sn1W1
241631,Pt1Sn1W1
241632,Pt1Sn1W1
241633,Pt1Sn1W2
241634,Pt1Sn1W2
241635,Pt1Sn2W1
241636,Pt1Sn2W1
241637,Pt2Sn1W1
241638,Pt2Sn1W1
241639,Pt12Sn20Yb8
241640,Pt3Sn3Yb3
241641,Pt3Sn3Yb3
241642,Pt1Sr1Te1
241643,Pt1Sr1Te1
241644,Pt1Sr1Te1
241645,Pt1Sr1Te2
241646,Pt1Sr1Te2
241647,Pt1Sr2Te1
241648,Pt1Sr2Te1
241649,Pt2Sr1Te1
241650,Pt2Sr1Te1
241651,Pt1Sr1Tl1
241652,Pt1Sr1Tl1
241653,Pt1Sr1Tl1
241654,Pt1Sr1Tl2
241655,Pt1Sr1Tl2
241656,Pt1Sr2Tl1
241657,Pt1Sr2Tl1
241658,Pt2Sr1Tl1
241659,Pt2Sr1Tl1
241660,Pt1Sr1W1
241661,Pt1Sr1W1
241662,Pt1Sr1W1
241663,Pt1Sr1W2
241664,Pt1Sr1W2
241665,Pt1Sr2W1
241666,Pt1Sr2W1
241667,Pt2Sr1W1
241668,Pt2Sr1W1
241669,Pt1Sr1Zn1
241670,Pt1Sr1Zn1
241671,Pt1Sr1Zn1
241672,Pt1Sr1Zn2
241673,Pt1Sr1Zn2
241674,Pt1Sr2Zn1
241675,Pt1Sr2Zn1
241676,Pt2Sr1Zn1
241677,Pt2Sr1Zn1
241678,Pt1Ta1Tc1
241679,Pt1Ta1Tc1
241680,Pt1Ta1Tc1
241681,Pt1Ta1Tc2
241682,Pt1Ta1Tc2
241683,Pt1Ta2Tc1
241684,Pt1Ta2Tc1
241685,Pt2Ta1Tc1
241686,Pt2Ta1Tc1
241687,Pt1Ta1Te1
241688,Pt1Ta1Te1
241689,Pt1Ta1Te1
241690,Pt1Ta1Te2
241691,Pt1Ta1Te2
241692,Pt1Ta2Te1
241693,Pt1Ta2Te1
241694,Pt2Ta1Te1
241695,Pt2Ta1Te1
241696,Pt2Ta2Te10
241697,Pt1Ta1V1
241698,Pt1Ta1V1
241699,Pt1Ta1V1
241700,Pt1Ta1V2
241701,Pt1Ta1V2
241702,Pt1Ta2V1
241703,Pt1Ta2V1
241704,Pt2Ta1V1
241705,Pt2Ta1V1
241706,Pt1Ta1W1
241707,Pt1Ta1W1
241708,Pt1Ta1W1
241709,Pt1Ta1W2
241710,Pt1Ta1W2
241711,Pt1Ta2W1
241712,Pt1Ta2W1
241713,Pt2Ta1W1
241714,Pt2Ta1W1
241715,Pt1Ta1Zn1
241716,Pt1Ta1Zn1
241717,Pt1Ta1Zn1
241718,Pt1Ta1Zn2
241719,Pt1Ta1Zn2
241720,Pt1Ta2Zn1
241721,Pt1Ta2Zn1
241722,Pt2Ta1Zn1
241723,Pt2Ta1Zn1
241724,Pt1Tc1W1
241725,Pt1Tc1W1
241726,Pt1Tc1W1
241727,Pt1Tc1W2
241728,Pt1Tc1W2
241729,Pt1Tc2W1
241730,Pt1Tc2W1
241731,Pt2Tc1W1
241732,Pt2Tc1W1
241733,Pt1Te1W1
241734,Pt1Te1W1
241735,Pt1Te1W1
241736,Pt1Te1W2
241737,Pt1Te1W2
241738,Pt1Te2W1
241739,Pt1Te2W1
241740,Pt2Te1W1
241741,Pt2Te1W1
241742,Pt1Ti1Tl1
241743,Pt1Ti1Tl1
241744,Pt1Ti1Tl1
241745,Pt1Ti1Tl2
241746,Pt1Ti1Tl2
241747,Pt1Ti2Tl1
241748,Pt1Ti2Tl1
241749,Pt2Ti1Tl1
241750,Pt2Ti1Tl1
241751,Pt1Ti1W1
241752,Pt1Ti1W1
241753,Pt1Ti1W1
241754,Pt1Ti1W2
241755,Pt1Ti1W2
241756,Pt1Ti2W1
241757,Pt1Ti2W1
241758,Pt2Ti1W1
241759,Pt2Ti1W1
241760,Pt1Ti1Zn1
241761,Pt1Ti1Zn1
241762,Pt1Ti1Zn1
241763,Pt1Ti1Zn2
241764,Pt1Ti1Zn2
241765,Pt1Ti2Zn1
241766,Pt1Ti2Zn1
241767,Pt2Ti1Zn1
241768,Pt2Ti1Zn1
241769,Pt1Tl1V1
241770,Pt1Tl1V1
241771,Pt1Tl1V1
241772,Pt1Tl1V1
241773,Pt1Tl1V1
241774,Pt1Tl1V1
241775,Pt1Tl1V2
241776,Pt1Tl1V2
241777,Pt1Tl2V1
241778,Pt1Tl2V1
241779,Pt2Tl1V1
241780,Pt2Tl1V1
241781,Pt1Tl1W1
241782,Pt1Tl1W1
241783,Pt1Tl1W1
241784,Pt1Tl1W2
241785,Pt1Tl1W2
241786,Pt1Tl2W1
241787,Pt1Tl2W1
241788,Pt2Tl1W1
241789,Pt2Tl1W1
241790,Pt1Tl1Zn1
241791,Pt1Tl1Zn1
241792,Pt1Tl1Zn1
241793,Pt1Tl1Zn2
241794,Pt1Tl1Zn2
241795,Pt1Tl2Zn1
241796,Pt1Tl2Zn1
241797,Pt2Tl1Zn1
241798,Pt2Tl1Zn1
241799,Pt1V1W1
241800,Pt1V1W1
241801,Pt1V1W1
241802,Pt1V1W2
241803,Pt1V1W2
241804,Pt1V2W1
241805,Pt1V2W1
241806,Pt2V1W1
241807,Pt2V1W1
241808,Pt1V1Zn1
241809,Pt1V1Zn1
241810,Pt1V1Zn1
241811,Pt1V1Zn2
241812,Pt1V1Zn2
241813,Pt1V2Zn1
241814,Pt1V2Zn1
241815,Pt2V1Zn1
241816,Pt2V1Zn1
241817,Pt2W1
241818,Pt1W1Y1
241819,Pt1W1Y1
241820,Pt1W1Y1
241821,Pt1W1Y2
241822,Pt1W1Y2
241823,Pt1W2Y1
241824,Pt1W2Y1
241825,Pt2W1Y1
241826,Pt2W1Y1
241827,Pt1W1Zn1
241828,Pt1W1Zn1
241829,Pt1W1Zn1
241830,Pt1W1Zn2
241831,Pt1W1Zn2
241832,Pt1W2Zn1
241833,Pt1W2Zn1
241834,Pt2W1Zn1
241835,Pt2W1Zn1
241836,Pt1W1Zr1
241837,Pt1W1Zr1
241838,Pt1W1Zr1
241839,Pt1W1Zr2
241840,Pt1W1Zr2
241841,Pt1W2Zr1
241842,Pt1W2Zr1
241843,Pt2W1Zr1
241844,Pt2W1Zr1
241845,Pt3Yb1
241846,Pt3Yb1
241847,Pt3Yb1
241848,Pt3Yb1
241849,Pt3Yb1
241850,Pt3Yb1
241851,Pt4Yb10
241852,Pt4Yb2
241853,Pt4Yb2
241854,Pt4Yb4
241855,Pt4Yb4
241856,Pt4Yb4
241857,Pt4Yb4
241858,Pt4Yb8
241859,Pt6Yb10
241860,Pt8Yb6
241861,Pt8Yb6
241862,Pt4Yb4Zn4
241863,Pt1Y1Zn1
241864,Pt1Y1Zn1
241865,Pt1Y1Zn1
241866,Pt1Y1Zn2
241867,Pt1Y1Zn2
241868,Pt1Y2Zn1
241869,Pt1Y2Zn1
241870,Pt2Y1Zn1
241871,Pt2Y1Zn1
241872,Pt1Y1Zr1
241873,Pt1Y1Zr1
241874,Pt1Y1Zr1
241875,Pt1Y1Zr2
241876,Pt1Y1Zr2
241877,Pt1Y2Zr1
241878,Pt1Y2Zr1
241879,Pt2Y1Zr1
241880,Pt2Y1Zr1
241881,Pu1
241882,Pu1
241883,Pu1
241884,Pu1
241885,Pu1
241886,Pu1
241887,Pu8
241888,Pu8Re12Si20
241889,Pu1Ru2Si2
241890,Pu1Ru2Si2
241891,Pu2Sb2Te2
241892,Pu1Se1
241893,Pu1Se1
241894,Pu2Se4
241895,Pu8Se12
241896,Pu10Si6
241897,Pu1Si2
241898,Pu2Si4
241899,Pu2Si4
241900,Pu4Si4
241901,Pu4Si4
241902,Pu6Si4
241903,P12V4W2
241904,P12V4W2
241905,P12V4W2
241906,P1V1W1
241907,P1V1W1
241908,P1V1W1
241909,P1V1W2
241910,P1V1W2
241911,P1V2W1
241912,P1V2W1
241913,P2V1W1
241914,P2V1W1
241915,P1V1Zn1
241916,P1V1Zn1
241917,P1V1Zn1
241918,P1V1Zn2
